Step,Value 1,Value2,Value3,Value4,Value5,Value6
848,,0.969687521,0.932500005,0.903124988,0.839062512,0.416562498
849,,0.969687521,0.948437512,0.901875019,0.823125005,0.428437501
850,,0.973437488,0.93531251,0.89281249,0.829999983,0.40406251
851,,0.975000024,0.940312505,0.899375021,0.836250007,0.435624987
852,,0.96875,0.944687486,0.90406251,0.848124981,0.431562513
853,,0.970312476,0.942812502,0.91968751,0.845624983,0.417499989
854,,0.97437501,0.946562529,0.900937498,0.830937505,0.430937499
855,,0.971249998,0.9453125,0.903437495,0.832812488,0.421249986
856,,0.970312476,0.93968749,0.901875019,0.836562514,0.428750008
857,,0.972812474,0.9453125,0.903437495,0.826874971,0.418125004
858,,0.967499971,0.9453125,0.895312488,0.838437498,0.418125004
859,,0.973437488,0.94312501,0.89625001,0.840624988,0.429374993
860,,0.971562505,0.93968749,0.899062514,0.826562524,0.431562513
861,,0.97437501,0.938437521,0.902812481,0.840624988,0.447187513
862,,0.970312476,0.940312505,0.897499979,0.827499986,0.451875001
863,,0.973749995,0.939374983,0.911249995,0.834062517,0.432187498
865,,0.970000029,0.945625007,0.89625001,0.841875017,0.421249986
866,,0.969375014,0.935625017,0.901875019,0.836250007,0.410625011
867,,0.970000029,0.949999988,0.901250005,0.831875026,0.424687505
868,,0.969062507,0.9453125,0.904687524,0.845000029,0.424374998
869,,0.968124986,0.944999993,0.893750012,0.829999983,0.434374988
870,,0.971249998,0.936249971,0.90062499,0.843437493,0.430000007
871,,0.970312476,0.942812502,0.904687524,0.846562505,0.434687495
872,,0.969375014,0.947187483,0.89625001,0.839375019,0.427812487
873,,0.973437488,0.944374979,0.905312479,0.83375001,0.436874986
874,,0.975000024,0.946250021,0.903750002,0.831562519,0.440937489
875,,0.972812474,0.947187483,0.903437495,0.84156251,0.431250006
876,,0.976249993,0.942499995,0.898124993,0.834375024,0.4375
877,,0.970624983,0.948125005,0.902187526,0.832812488,0.44312501
878,,0.974687517,0.941562474,0.89625001,0.849687517,0.444062501
879,,0.97437501,0.94312501,0.901562512,0.837187529,0.432812512
880,,0.970624983,0.945937514,0.909375012,0.840624988,0.436250001
881,,0.967187524,0.947812498,0.907500029,0.842187524,0.43968749
882,,0.969687521,0.936249971,0.905937493,0.839687526,0.441875011
883,,0.970000029,0.941250026,0.905312479,0.834375024,0.443437487
884,,0.977500021,0.941562474,0.901250005,0.835312486,0.437812507
885,,0.97437501,0.949062526,0.902812481,0.839062512,0.432812512
886,,0.967187524,0.938437521,0.901250005,0.842812479,0.433750004
887,,0.971562505,0.946874976,0.901875019,0.847500026,0.432500005
888,,0.970624983,0.944687486,0.894062519,0.84156251,0.449375004
889,,0.969687521,0.941250026,0.909687519,0.840312481,0.428124994
890,,0.970624983,0.943437517,0.894375026,0.842499971,0.448749989
891,,0.972500026,0.947187483,0.901562512,0.828125,0.440937489
892,,0.96656251,0.946874976,0.91187501,0.846562505,0.443437487
893,,0.969375014,0.946250021,0.893124998,0.824999988,0.434374988
894,,0.971562505,0.947812498,0.908124983,0.8359375,0.4453125
895,,0.976249993,0.939374983,0.910000026,0.845624983,0.454687506
896,,0.973124981,0.94749999,0.90625,0.858124971,0.455000013
897,,0.974062502,0.941562474,0.889687479,0.841875017,0.453437507
898,,0.971249998,0.942187488,0.905312479,0.835312486,0.443749994
899,,0.973749995,0.936249971,0.901250005,0.844375014,0.449687511
900,,0.974687517,0.948750019,0.899375021,0.839999974,0.444062501
901,,0.9765625,0.942499995,0.9140625,0.84593749,0.447187513
902,,0.971875012,0.948437512,0.900937498,0.837187529,0.431562513
903,,0.970000029,0.947187483,0.900312483,0.84593749,0.446875006
904,,0.969687521,0.941250026,0.905624986,0.842187524,0.454687506
905,,0.969687521,0.942812502,0.912500024,0.839375019,0.461874992
906,,0.975624979,0.948125005,0.906562507,0.840312481,0.451249987
907,,0.972812474,0.9453125,0.901562512,0.839375019,0.444687486
908,,0.975312471,0.944062471,0.906875014,0.844687521,0.471562505
909,,0.973437488,0.946874976,0.903750002,0.850312471,0.461874992
910,,0.966250002,0.949374974,0.902499974,0.840937495,0.45531249
911,,0.975937486,0.944687486,0.905624986,0.846875012,0.445937514
912,,0.969375014,0.945625007,0.901562512,0.839687526,0.451562494
913,,0.968437493,0.934687495,0.904375017,0.837187529,0.452499986
914,,0.97437501,0.940937519,0.896562517,0.84593749,0.463437498
915,,0.974062502,0.942187488,0.899375021,0.854375005,0.452499986
916,,0.971875012,0.947812498,0.902812481,0.846249998,0.457187504
917,,0.97437501,0.943750024,0.90062499,0.84593749,0.466250002
918,,0.972812474,0.946562529,0.8984375,0.831875026,0.470625013
919,,0.974062502,0.944062471,0.90406251,0.84937501,0.455937505
920,,0.967812479,0.944374979,0.902187526,0.841875017,0.467500001
921,,0.974062502,0.942499995,0.902499974,0.841875017,0.464687496
922,,0.971249998,0.955624998,0.907187521,0.848749995,0.461250007
923,,0.976249993,0.948437512,0.901562512,0.84593749,0.470312506
924,,0.971875012,0.932500005,0.899999976,0.839375019,0.466874987
925,,0.967499971,0.942499995,0.902499974,0.841250002,0.46312499
926,,0.978124976,0.951874971,0.8984375,0.845000029,0.473125011
927,,0.970312476,0.949999988,0.912500024,0.846562505,0.474687487
928,,0.971875012,0.944999993,0.901562512,0.843124986,0.456874996
929,,0.971562505,0.942812502,0.91187501,0.84593749,0.464062512
930,,0.97093749,0.9375,0.90843749,0.834687471,0.462500006
931,,0.974687517,0.952499986,0.905937493,0.850312471,0.455000013
932,,0.973749995,0.949062526,0.897499979,0.855624974,0.477499992
933,,0.973437488,0.93968749,0.90843749,0.846249998,0.471249998
934,,0.970000029,0.944999993,0.905937493,0.844375014,0.468124986
935,,0.971875012,0.945937514,0.906562507,0.839375019,0.464374989
936,,0.970624983,0.939062476,0.895624995,0.845312476,0.465624988
937,,0.975000024,0.950625002,0.900937498,0.848749995,0.461562514
938,,0.973749995,0.946562529,0.905937493,0.858124971,0.467187494
939,,0.972812474,0.939062476,0.90406251,0.841875017,0.479062498
940,,0.968124986,0.948125005,0.91187501,0.842812479,0.476875007
941,,0.964687526,0.948437512,0.90625,0.848124981,0.477812499
942,,0.97437501,0.944999993,0.902187526,0.842499971,0.471875012
943,,0.973124981,0.947187483,0.90625,0.855937481,0.487187505
944,,0.973437488,0.946874976,0.912187517,0.854062498,0.484062493
945,,0.96875,0.944374979,0.904687524,0.853437483,0.473125011
946,,0.974687517,0.947187483,0.90625,0.836875021,0.485000014
947,,0.973124981,0.94312501,0.901875019,0.847187519,0.480937511
948,,0.975937486,0.940937519,0.905312479,0.842812479,0.483125001
949,,0.973749995,0.946562529,0.91187501,0.852500021,0.477187514
950,,0.972187519,0.946562529,0.895312488,0.847500026,0.472812504
951,,0.975624979,0.948437512,0.904999971,0.834375024,0.490312487
952,,0.975624979,0.940937519,0.905312479,0.837499976,0.48656249
953,,0.977812529,0.940312505,0.90062499,0.84375,0.485312492
954,,0.970000029,0.942812502,0.909375012,0.841250002,0.481562495
955,,0.978437483,0.944999993,0.905624986,0.840312481,0.490312487
956,,0.973749995,0.946562529,0.908749998,0.840624988,0.472812504
957,,0.97093749,0.953125,0.905937493,0.848124981,0.476875007
958,,0.972500026,0.936562479,0.911249995,0.860937476,0.491250008
959,,0.974687517,0.944687486,0.909375012,0.84375,0.479062498
960,,0.973749995,0.948437512,0.901562512,0.853124976,0.478437513
961,,0.971249998,0.95531249,0.89625001,0.855624974,0.480625004
962,,0.971875012,0.949062526,0.901250005,0.856562495,0.509062529
963,,0.97093749,0.9453125,0.91187501,0.857500017,0.473437488
964,,0.972187519,0.949687481,0.90625,0.852812529,0.504999995
965,,0.972500026,0.943750024,0.90843749,0.842499971,0.50218749
966,,0.970000029,0.942499995,0.899375021,0.841875017,0.496250004
967,,0.971875012,0.947812498,0.907812476,0.844687521,0.481875002
968,,0.975937486,0.94749999,0.906875014,0.845312476,0.493437499
969,,0.97437501,0.946250021,0.907812476,0.845000029,0.498124987
970,,0.979062498,0.948437512,0.89625001,0.857812524,0.493124992
971,,0.971875012,0.945625007,0.903437495,0.855000019,0.5
972,,0.972812474,0.948750019,0.900937498,0.851249993,0.489062488
973,,0.979062498,0.946250021,0.907500029,0.849062502,0.496250004
974,,0.974062502,0.942187488,0.912500024,0.848437488,0.506250024
975,,0.971249998,0.949062526,0.909062505,0.847187519,0.501562476
976,,0.968124986,0.947187483,0.911562502,0.845624983,0.518437505
977,,0.975937486,0.946562529,0.910937488,0.845624983,0.484375
978,,0.978124976,0.949999988,0.902812481,0.84156251,0.497187495
979,,0.974062502,0.947187483,0.901875019,0.845624983,0.512499988
980,,0.976249993,0.946250021,0.905937493,0.849062502,0.496874988
981,,0.974687517,0.944687486,0.905312479,0.848749995,0.496562511
982,,0.973749995,0.948125005,0.905312479,0.839687526,0.503750026
983,,0.964062512,0.944062471,0.904999971,0.859062493,0.496562511
984,,0.96875,0.950625002,0.915624976,0.848437488,0.501874983
985,,0.973124981,0.942812502,0.90843749,0.858124971,0.507499993
986,,0.97093749,0.943437517,0.901562512,0.849062502,0.509374976
987,,0.976875007,0.95093751,0.900312483,0.853437483,0.500937521
988,,0.975312471,0.951250017,0.904375017,0.860000014,0.516875029
989,,0.971875012,0.9453125,0.901562512,0.844687521,0.512812495
990,,0.973749995,0.945625007,0.899062514,0.848437488,0.516875029
991,,0.973437488,0.9453125,0.910624981,0.848749995,0.518437505
992,,0.977500021,0.946250021,0.90406251,0.852812529,0.5
993,,0.969062507,0.948125005,0.901250005,0.857812524,0.499374986
994,,0.972812474,0.950625002,0.910937488,0.855312526,0.508437514
995,,0.972500026,0.944374979,0.907187521,0.848437488,0.51781249
996,,0.976249993,0.948125005,0.903750002,0.854062498,0.50218749
997,,0.975624979,0.940937519,0.915937483,0.853124976,0.5078125
998,,0.973749995,0.943750024,0.90406251,0.850937486,0.498750001
999,,0.969687521,0.944374979,0.906562507,0.835624993,0.534375012
1000,,0.97093749,0.948437512,0.907187521,0.85374999,0.507187486
